url,category_code,category_description,date_added,source,notes,
2600.org,HACK,Hacking Tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
4genderjustice.org,HUMR,Human Rights Issues,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
666games.net,GAME,Gaming,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
8thstreetlatinas.com,PORN,Pornography,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
a1408.g.akamai.net/5/1408/1388/2005110406/1a1a1ad948be278cff2d96046ad90768d848b41947aa1986/sample_sorenson.mov.zip,MMED,Media sharing,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
abpr2.railfan.net,MMED,Media sharing,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
addons.mozilla.org,FILE,File-sharing,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
addons.mozilla.org/en-US/firefox/addon/4286,FILE,File-sharing,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
adium.im,GRP,Social Networking,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
adultfriendfinder.com,DATE,Online Dating,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
advocacy.globalvoicesonline.org,HUMR,Human Rights Issues,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
alt.com,PORN,Pornography,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
amphetamines.com,ALDR,Alcohol & Drugs,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
amygoodloe.com/lesbian-dot-org,LGBT,LGBT,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
anon.inf.tu-dresden.de,ANON,Anonymization and circumvention tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
anonnews.org,HACK,Hacking Tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
anonym.to,ANON,Anonymization and circumvention tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
anonymizer.secuser.com,ANON,Anonymization and circumvention tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
anonymouse.org,ANON,Anonymization and circumvention tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
archive.org,HOST,Hosting and Blogging Platforms,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
archive.org/web,MMED,Media sharing,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
archiveofourown.org,CULTR,Culture,2017-10-25,sinarproject,,
asstr.org,CULTR,Culture,2019-10-17,sinarproject,erotic fiction,
astalavista.box.sk,HACK,Hacking Tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
attrition.org,HACK,Hacking Tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
avaaz.org,NEWS,News Media,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
autistici.org,HOST,Hosting and Blogging Platforms,2017-08-08,samba,created by smb,
noblogs.org,HOST,Hosting and Blogging Platforms,2017-08-08,samba,created by smb,
bebo.com,GRP,Social Networking,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
beeg.com,PORN,Pornography,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
beyondexgay.com,LGBT,LGBT,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
bisexual.org,LGBT,LGBT,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
bitcoin.org,COMM,E-commerce,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
bitcoin.sipa.be,COMM,E-commerce,2018-11-15,blockchain,Initial tracking of cryptocurrencies on 2018-11-15. This domain is hardcoded in the bitcoin source code as an addressed used to bootstrap.,
bittornado.com,FILE,File-sharing,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
blackberry.com,MMED,Media sharing,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
blog.com,HOST,Hosting and Blogging Platforms,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
blogmarks.net,GRP,Social Networking,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
blogspot.com,NEWS,News Media,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
blueskyswimwear.com,PROV,Provocative Attire,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
bnaibrith.org,REL,Religion,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
boingboing.net,NEWS,News Media,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
bouncer.ooni.io,HUMR,Human Rights Issues,2017-02-17,OONI,,
bravotube.net,PORN,Pornography,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
bridges.torproject.org,ANON,Anonymization and circumvention tools,2017-05-31,ADEF,blocked in Egypt as of 2017-05-27,
btggaming.com,GMB,Gambling,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
btguard.com,ANON,Anonymization and circumvention tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
cannabis.com,ALDR,Alcohol & Drugs,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
care.org,ECON,Economics,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
carnegieendowment.org,POLR,Political Criticism,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
cartercenter.org,HUMR,Human Rights Issues,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
casino.com,GMB,Gambling,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
ccc.de,HACK,Hacking Tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
ccrjustice.org,HUMR,Human Rights Issues,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
cdt.org,NEWS,News Media,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
chinadaily.com.cn,NEWS,News Media,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
christwire.org,CULTR,Culture,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
cites.org,ENV,Environment,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
citizenlab.ca,HUMR,Human Rights Issues,2014-04-15,citizenlab,Updated by citizenlab on 2017-11-09,
cocaine.org,ALDR,Alcohol & Drugs,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
common-fund.org,ECON,Economics,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
community.livejournal.com/anorexicqueen,CULTR,Culture,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
company.wizards.com,GAME,Gaming,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
crackspider.net,FILE,File-sharing,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
craigslist.org,GRP,Social Networking,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
creativecommons.org,NEWS,News Media,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
cryptome.org,NEWS,News Media,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
cultdeadcow.com,HACK,Hacking Tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
cyber.harvard.edu,NEWS,News Media,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
dashjr.org,COMM,E-commerce,2018-11-15,blockchain,Initial tracking of cryptocurrencies on 2018-11-15. This domain is hardcoded in the bitcoin source code as an addressed used to bootstrap.,
dcemail.com,COMT,Communication Tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
ddo.com,GAME,Gaming,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
de.lirio.us,GRP,Social Networking,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
debate.org.uk,REL,Religion,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
defcon.org,HACK,Hacking Tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
del.icio.us,GRP,Social Networking,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
delicious.com,MMED,Media sharing,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
deoxy.org,CULTR,Culture,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
dextroverse.org,ALDR,Alcohol & Drugs,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
dictionary.reference.com,COMT,Communication Tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
digg.com,GRP,Social Networking,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
docs.google.com,FILE,File-sharing,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
download.cnet.com/freegate/3000-2085_4-10415391.html,ANON,Anonymization and circumvention tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
drugs-forum.com,ALDR,Alcohol & Drugs,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
duckduckgo.com,SRCH,Search Engines,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
earth-liberation-front.org,ENV,Environment,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
ebuddy.com,GRP,Social Networking,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
ecstasy.org,ALDR,Alcohol & Drugs,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
emailaddresses.com,COMT,Communication Tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
emchurch.org,HUMR,Human Rights Issues,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
en-ville.orange.fr,COMT,Communication Tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
encrypted.google.com,SRCH,Search Engines,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
epic.org,HUMR,Human Rights Issues,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
evernote.com,MMED,Media sharing,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
exitinternational.net,HUMR,Human Rights Issues,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
explorer.ooni.io,HUMR,Human Rights Issues,2017-05-31,ADEF,probably blocked in Egypt as of 2017-05-31,
exscn.net,REL,Religion,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
extratorrent.cc,FILE,File-sharing,2016-08-11,sinarproject,Updated by OONI on 2017-02-14,
fanfiction.net,CULTR,Culture,2017-10-12,sinarproject,,
feministing.com,HUMR,Human Rights Issues,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
flirtylingerie.com,PROV,Provocative Attire,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
forum.grasscity.com,ALDR,Alcohol & Drugs,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
foursquare.com,GRP,Social Networking,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
freedns.afraid.org,HOST,Hosting and Blogging Platforms,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
freedomhouse.org,HUMR,Human Rights Issues,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
freemuse.org,HUMR,Human Rights Issues,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
freenetproject.org,ANON,Anonymization and circumvention tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
friends.walla.co.il/#/login,COMT,Communication Tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
fsrn.org,HUMR,Human Rights Issues,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
gawker.com,CULTR,Culture,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
gaytoday.com,LGBT,LGBT,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
geti2p.net,ANON,Anonymization and circumvention tools,2019-02-27,Philipp Winter on behalf of Sadie Doreen, Popular anonymity and circumvention tool,
global.blackberry.com/en/home.html,MMED,Media sharing,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
globalwitness.org,ENV,Environment,2018-07-05,Security First,,
globalvoices.org,HUMR,Human Rights Issues,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
gmail.com,COMT,Communication Tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
go.com,SRCH,Search Engines,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
goaskalice.columbia.edu,XED,Sex Education,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
godhatesfags.com,HATE,Hate Speech,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
gpgtools.org,ANON,Anonymization and circumvention tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
groups.google.com,GRP,Social Networking,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
groups.yahoo.com,GRP,Social Networking,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
guardianproject.info,ANON,Anonymization and circumvention tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
guardster.com,ANON,Anonymization and circumvention tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
hackers.com,HACK,Hacking Tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
heroin.org,ALDR,Alcohol & Drugs,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
hightimes.com,ALDR,Alcohol & Drugs,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
hindunet.org,CULTR,Culture,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
hootsuite.com,GRP,Social Networking,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
hotgaylist.com,PORN,Pornography,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
hotmail.msn.com,COMT,Communication Tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
howtogrowmarijuana.com,ALDR,Alcohol & Drugs,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
hrlibrary.umn.edu/iwraw,HUMR,Human Rights Issues,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
iarf.net,REL,Religion,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
identi.ca,MMED,Media sharing,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
ikhwanonline.com,POLR,Political Criticism,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
ilga.org,LGBT,LGBT,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
imesh.com,FILE,File-sharing,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
imgur.com,MMED,Media sharing,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
imp.free.fr,COMT,Communication Tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
indymedia.org,NEWS,News Media,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
infidels.org,CULTR,Culture,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
insecure.org,HACK,Hacking Tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
international.ohmynews.com,NEWS,News Media,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
ipi.media,NEWS,News Media,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
isaalmasih.net,REL,Religion,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
islamonline.net,NEWS,News Media,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
iwhc.org,HUMR,Human Rights Issues,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
iyfnet.org,HUMR,Human Rights Issues,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
jainworld.com,HUMR,Human Rights Issues,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
jezebel.com,CULTR,Culture,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
justicewomen.com,HUMR,Human Rights Issues,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
kabobfest.com,NEWS,News Media,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
khilafah.net,MILX,Terrorism and Militants,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
kickassclassical.com,CULTR,Culture,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
kids.yahoo.com,SRCH,Search Engines,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
kidshealth.org,XED,Sex Education,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
krishna.com,CULTR,Culture,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
laborrights.org,HUMR,Human Rights Issues,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
lauraannjacobs.com,PROV,Provocative Attire,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
lgbt.foundation,LGBT,LGBT,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
lifestream.aol.com,HOST,Hosting and Blogging Platforms,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
login.infomaniak.com/loginWebmail,COMT,Communication Tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
login.live.com,COMT,Communication Tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
lushstories.com,CULTR,Culture,2019-10-17,sinarproject,Erotic fiction,
mail.ru,COMT,Communication Tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
mail.yahoo.com,COMT,Communication Tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
mail.yandex.ru,COMT,Communication Tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
mainnet.infura.io,COMM,E-commerce,2018-11-15,blockchain,Initial tracking of cryptocurrencies on 2018-11-15. Ethereum gateway. Needs token in path to function.,
marijuana.nl,ALDR,Alcohol & Drugs,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
mashable.com,NEWS,News Media,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
medpot.net,ALDR,Alcohol & Drugs,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
metasploit.com,HACK,Hacking Tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
minorityrights.org,HUMR,Human Rights Issues,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
mixi.jp,GRP,Social Networking,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
moqavemat.ir,MILX,Terrorism and Militants,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
movabletype.com,HOST,Hosting and Blogging Platforms,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
mp3.com,MMED,Media sharing,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
multiproxy.org,ANON,Anonymization and circumvention tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
mymemory.translated.net/english,COMT,Communication Tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
myspace.com,GRP,Social Networking,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
ncac.org,NEWS,News Media,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
news.google.com,NEWS,News Media,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
nifty.org,LGBT,LGBT,2019-10-17,sinarproject,erotic fiction,
nmap.org,HACK,Hacking Tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
norml.org,ALDR,Alcohol & Drugs,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
now.org,HUMR,Human Rights Issues,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
nypost.com,NEWS,News Media,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
oca.org,HUMR,Human Rights Issues,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
occupystreams.org,MMED,Media sharing,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
onedrive.live.com,HOST,Hosting and Blogging Platforms,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
